feature_set,feature_set_label,feature_set_role,model,folds,mean_n_features,min_n_features,max_n_features,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_specificity,std_specificity,mean_npv,std_npv,mean_f1,std_f1,mean_f2,std_f2,mean_roc_auc,std_roc_auc,mean_pr_auc,std_pr_auc,mean_brier_score,std_brier_score,total_tn,total_fp,total_fn,total_tp,conceptual_n_features
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,XGBoost,5,8.0,8,8,0.6797270858100805,0.01399470937139595,0.34085080982314625,0.014656247435897128,0.719364448857994,0.02727434521712241,0.6703445856607032,0.013519139469450232,0.9097788722121836,0.008995255146765817,0.4624908745378365,0.018388601141305184,0.5885658590035177,0.022341610817563695,0.7740320373506782,0.014986710660754432,0.4393402801246415,0.031244000267884806,0.18965040155471952,0.00502282244440982,3762,1850,373,956,8
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,Gradient Boosting,5,8.0,8,8,0.6754054603585604,0.011070539139829087,0.33842917846073906,0.01059017157445695,0.7276464746772592,0.02825770626462027,0.6630392236227446,0.013427235566195912,0.9113983070977258,0.008341449583543029,0.4619049621139249,0.014075128720083138,0.5914657047638219,0.019592858103863752,0.77193519920789,0.011212788228961589,0.4268511461958916,0.023815073036640023,0.19177612954908863,0.0046786533936559035,3721,1891,362,967,8
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,LightGBM,5,8.0,8,8,0.7029229246674675,0.013529600520469379,0.35263699053433906,0.013157463390073202,0.6576393814725493,0.012385068547727677,0.7136443794712088,0.016602541215405164,0.8979561970971431,0.003996464286057466,0.4589806733698717,0.012329521568606684,0.5605180243076324,0.011058296529583699,0.7648114537708123,0.015708864286881785,0.4216101788537673,0.029756482732064483,0.18126021662739095,0.0071449702390177375,4005,1607,455,874,8
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,Logistic Regression,5,8.0,8,8,0.6902452991080599,0.009612964342751737,0.34856797600646805,0.009959499302904205,0.7103220314938289,0.014722026603041316,0.6854919738477435,0.009629162807114346,0.9090071513112651,0.0050430984072844754,0.46762930484848786,0.01174544530595426,0.5881984897504561,0.01316046706119626,0.7742406094242418,0.015035905824238817,0.4174782311499893,0.03494816384230096,0.19709164041529803,0.00599948198649287,3847,1765,385,944,8
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,SVM,5,8.0,8,8,0.6797267745957845,0.011611534885433969,0.3442463250445096,0.012162939620642034,0.7426755568165697,0.019814685233411233,0.6648222310052492,0.01035020024384666,0.9159983746954765,0.006980660183345874,0.4704195639509626,0.015138343986701422,0.603054483134281,0.017629859375693988,0.7738217949929858,0.015621347209806043,0.4153279018311036,0.03592519200266248,0.2040463599850844,0.005475294472786429,3731,1881,342,987,8
clinical_core_extreme,Set B - Clinical Core + Extreme,primary,KNN,5,8.0,8,8,0.8013242168292243,0.009430299287471406,0.45756159899736,0.05544246429973803,0.1798411122144985,0.009885622059738653,0.948499451589913,0.01113817583074132,0.8300210073989873,0.0026256349773313746,0.2575854631896471,0.0151957690407545,0.20449389278002653,0.011089609260677981,0.7332144287728474,0.017498647619091336,0.3755512515017058,0.026608701063260326,0.141680974538541,0.004894016478112633,5323,289,1090,239,8
