accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,predicted_positive_rate,threshold,feature_set,model,feature_set_label,feature_set_role,use_class_balancing,used_optuna_params,n_features,experiment_key
0.44546895260048985,0.2512830635609949,0.9578630549285176,0.3241268709907341,0.9701333333333333,0.3981235340109461,0.6130803313427086,0.774501203215511,0.43702530062823725,0.19203576700451497,1819,3793,56,1273,0.7298660135427172,0.2,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.20
0.4898429621092062,0.26427962489343565,0.9330323551542513,0.3848895224518888,0.9604268563806136,0.4118917123401428,0.6195043964828137,0.774501203215511,0.43702530062823725,0.19203576700451497,2160,3452,89,1240,0.6759832877107045,0.25,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.25
0.5313355424290448,0.27844311377245506,0.909706546275395,0.4417320028510335,0.9538283955367449,0.4263798271909716,0.6259059846759163,0.774501203215511,0.43702530062823725,0.19203576700451497,2479,3133,120,1209,0.625558276905345,0.3,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.30
0.5687941218844547,0.291895947973987,0.8781038374717833,0.49554526015680683,0.944954128440367,0.43814529754082976,0.6264762722782907,0.774501203215511,0.43702530062823725,0.19203576700451497,2781,2831,162,1167,0.5759976948566489,0.35,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.35
0.6062527013398645,0.30724876441515653,0.8419864559819413,0.5504276550249465,0.936344346771749,0.45021122510561257,0.6245813797722706,0.774501203215511,0.43702530062823725,0.19203576700451497,3089,2523,210,1119,0.5247082552946262,0.4,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.40
0.6457282812274888,0.32550957381099443,0.7930775018811136,0.6108339272986457,0.9257358898190656,0.4615721480183928,0.6160860416179565,0.774501203215511,0.43702530062823725,0.19203576700451497,3428,2184,275,1054,0.46650338567929694,0.45,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.45
0.6820342890073476,0.34421575585521647,0.7298720842738902,0.6707056307911617,0.9129274799902983,0.46780805401495057,0.5962626014261126,0.774501203215511,0.43702530062823725,0.19203576700451497,3764,1848,359,970,0.40599337271286556,0.5,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.50
0.7125774384094511,0.3619402985074627,0.6568848758465011,0.7257662152530292,0.899315522190329,0.4667201283079391,0.5648291925465838,0.774501203215511,0.43702530062823725,0.19203576700451497,4073,1539,456,873,0.3475003601786486,0.55,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.55
0.7470105172165394,0.3907928388746803,0.5748683220466516,0.787776193870278,0.8866827115924589,0.46528623629719856,0.525374776509421,0.774501203215511,0.43702530062823725,0.19203576700451497,4421,1191,565,764,0.28165970321279354,0.6,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.60
