accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,predicted_positive_rate,threshold,feature_set,model,feature_set_label,feature_set_role,use_class_balancing,used_optuna_params,n_features,experiment_key
0.5687941218844547,0.291895947973987,0.8781038374717833,0.49554526015680683,0.944954128440367,0.43814529754082976,0.6264762722782907,0.774501203215511,0.43702530062823725,0.19203576700451497,2781,2831,162,1167,0.5759976948566489,0.35,clinical_core_extreme,XGBoost,Set B - Clinical Core + Extreme,primary,True,True,8,XGBoost__clinical_core_extreme__threshold_0.35
