mean_predicted_probability,observed_positive_rate
0.032462275055730905,0.013422818791946308
0.09335542389941136,0.010101010101010102
0.18403801176972037,0.07718120805369127
0.27661703537008175,0.1111111111111111
0.37544896448618614,0.15436241610738255
0.46409325677939134,0.18181818181818182
0.5456649705215737,0.23232323232323232
0.6223901930271379,0.2953020134228188
0.6986425500927549,0.3367003367003367
0.8031004215246879,0.5033557046979866
